geneId,geneName,numEntries
105377540,SAP30-DT,0
29115,SAP30BP,0
79685,SAP30L,0
386627,SAP30L-AS1,0
401251,SAPCD1,0
104413891,SAPCD1-AS1,0
89958,SAPCD2,0
56681,SAR1A,0
23098,SARM1,0
84324,SARNP,0
6301,SARS1,0
25813,SAMM50,0
101927152,SAMMSON,0
64092,SAMSN1,0
54440,SASH3,0
155370,SBDSP1,0
106049960,SBE2,0
150538,SATB2-AS1,0
60485,SAV1,0
158297,SAXO1,0
283726,SAXO2,0
6303,SAT1,0
112483,SAT2,0
6304,SATB1,0
101927777,SATB1-AS1,0
9092,SART1,0
9733,SART3,0
51669,SARAF,0
152579,SCFD2,0
652070,SCFV,0
7857,SCG2,0
29106,SCG3,0
6447,SCG5,0
7356,SCGB1A1,0
147199,SCGB1C1,0
653486,SCGB1C2,0
10648,SCGB1D1,0
10647,SCGB1D2,0
404552,SCGB1D4,0
4246,SCGB2A1,0
4250,SCGB2A2,0
92304,SCGB3A1,0
85502,SCAR3,0
51435,SCARA3,0
286133,SCARA5,0
79966,SCD5,0
8796,SCEL,0
8578,SCARF1,0
10590,SCGN,0
29970,SCHIP1,0
101669767,SCHLAP1,0
388325,SCIMP,0
85477,SCIN,0
7864,SCLC1,0
132320,SCLT1,0
51540,SCLY,0
6322,SCML1,0
10389,SCML2,0
256380,SCML4,0
101929680,SCN1A-AS1,0
22904,SBNO2,0
374897,SBSN,0
157869,SBSPON,0
100133234,SBF1P1,0
283104,SBF2-AS1,0
388228,SBK1,0
692148,SCARNA10,0
677780,SCARNA11,0
677768,SCARNA13,0
677766,SCARNA2,0
677763,SCARNA21,0
677770,SCARNA22,0
677771,SCARNA4,0
677775,SCARNA5,0
677772,SCARNA6,0
619207,SCART1,0
260415,SCASI,0
101928710,SCAT1,0
112935960,SCAT2,0
112935969,SCAT8,0
94008,SCA18,0
407973,SCA20,0
338435,SCA25,0
408221,SCA26,0
100359393,SCA30,0
103753527,SCA37,0
140451,SCA9,0
100861563,SCAANT1,0
58506,SCAF1,0
9169,SCAF11,0
57466,SCAF4,0
22828,SCAF8,0
286205,SCAI,0
9522,SCAMP1,0
10066,SCAMP2,0
10067,SCAMP3,0
113178,SCAMP4,0
192683,SCAMP5,0
51282,SCAND1,0
54581,SCAND2P,0
22937,SCAP,0
10955,SERINC3,0
256987,SERINC5,0
27230,SERP1,0
387923,SERP2,0
256394,SERPINA11,0
145264,SERPINA12,0
388007,SERPINA13P,0
390502,SERPINA2,0
12,SERPINA3,0
5267,SERPINA4,0
5104,SERPINA5,0
107075107,SEPTIN14P21,0
4735,SEPTIN2,0
55964,SEPTIN3,0
5414,SEPTIN4,0
101927688,SEPTIN4-AS1,0
5413,SEPTIN5,0
23157,SEPTIN6,0
989,SEPTIN7,0
641977,SEPTIN7P2,0
23176,SEPTIN8,0
26135,SERBP1,0
8293,SERF1A,0
728492,SERF1B,0
10169,SERF2,0
100529067,SERF2-C15ORF63,0
26297,SERGEF,0
94009,SERHL,0
253190,SERHL2,0
57515,SERINC1,0
6318,SERPINB4,0
5272,SERPINB9,0
221756,SERPINB9P1,0
6906,SERPINA7,0
327657,SERPINA9,0
1992,SERPINB1,0
5273,SERPINB10,0
89778,SERPINB11,0
89777,SERPINB12,0
5275,SERPINB13,0
5270,SERPINE2,0
158172,SERPINH1P1,0
5276,SERPINI2,0
29950,SERTAD1,0
9792,SERTAD2,0
29946,SERTAD3,0
401613,SERTM2,0
27244,SESN1,0
83667,SESN2,0
143686,SESN3,0
91404,SESTD1,0
23067,SETD1B,0
84193,SETD3,0
54093,SETD4,0
10992,SF3B2,0
23450,SF3B3,0
51639,SF3B6,0
9814,SFI1,0
51460,SFMBT1,0
57713,SFMBT2,0
2810,SFN,0
6421,SFPQ,0
119392,SFR1,0
79918,SETD6,0
80854,SETD7,0
133383,SETD9,0
9869,SETDB1,0
83852,SETDB2,0
107303344,SETDB2-PHF11,0
6419,SETMAR,0
124925,SEZ6,0
23544,SEZ6L,0
26470,SEZ6L2,0
7536,SF1,0
10291,SF3A1,0
8175,SF3A2,0
10946,SF3A3,0
6425,SFRP5,0
6433,SFSWAP,0
84826,SFT2D3,0
207107,SFTA1P,0
389376,SFTA2,0
253970,SFTA3,0
94097,SFXN5,0
94081,SFXN1,0
118980,SFXN2,0
81855,SFXN3,0
100874028,SGO1-AS1,0
151246,SGO2,0
129049,SGSM1,0
9905,SGSM2,0
27352,SGSM3,0
6449,SGTA,0
54557,SGTB,0
137868,SGCZ,0
112869,SGF29,0
84251,SGIP1,0
6446,SGK1,0
10110,SGK2,0
23678,SGK3,0
259230,SGMS1,0
166929,SGMS2,0
22872,SEC31A,0
55176,SEC61A2,0
10952,SEC61B,0
23480,SEC61G,0
7095,SEC62,0
106478967,SEC62-AS1,0
653677,SEC1P,0
26984,SEC22A,0
9554,SEC22B,0
11196,SEC23IP,0
10427,SEC24B,0
9403,SELENOF,0
280636,SELENOH,0
9728,SECISBP2L,0
6398,SECTM1,0
81929,SEH1L,0
6400,SEL1L,0
83642,SELENOO,0
6414,SELENOP,0
55829,SELENOS,0
51714,SELENOT,0
348303,SELENOV,0
6415,SELENOW,0
6402,SELL,0
58515,SELENOK,0
100287632,SELENOKP3,0
140606,SELENOM,0
7869,SEMA3B,0
101928931,SEMA3B-AS1,0
6404,SELPLG,0
7979,SEM1,0
6405,SEMA3F,0
100129060,SEMA3F-AS1,0
56920,SEMA3G,0
100526833,SEPT5-GP1BB,0
1731,SEPTIN1,0
151011,SEPTIN10,0
55752,SEPTIN11,0
10509,SEMA4B,0
54910,SEMA4C,0
10507,SEMA4D,0
10505,SEMA4F,0
57715,SEMA4G,0
9037,SEMA5A,0
54437,SEMA5B,0
57556,SEMA6A,0
10501,SEMA6B,0
10500,SEMA6C,0
80031,SEMA6D,0
8482,SEMA7A,0
6406,SEMG1,0
6407,SEMG2,0
100507392,SENCR,0
29843,SENP1,0
59343,SENP2,0
26168,SENP3,0
100533955,SENP3-EIF4A1,0
205564,SENP5,0
26054,SENP6,0
57337,SENP7,0
123228,SENP8,0
22929,SEPHS1,0
22928,SEPHS2,0
6385,SDC4,0
376844,SDC4P,0
6386,SDCBP,0
27111,SDCBP2,0
100507495,SDCBP2-AS1,0
80274,SCUBE1,0
57758,SCUBE2,0
222663,SCUBE3,0
60592,SCOC,0
6388,SDF2,0
23753,SDF2L1,0
51150,SDF4,0
10993,SDS,0
113675,SDSL,0
6395,SEA,0
23478,SEC11A,0
90701,SEC11C,0
6396,SEC13,0
6397,SEC14L1,0
23541,SEC14L2,0
266629,SEC14L3,0
284904,SEC14L4,0
9717,SEC14L5,0
730005,SEC14L6,0
9919,SEC16A,0
57001,SDHAF3,0
135154,SDHAF4,0
728609,SDHAP3,0
221935,SDK1,0
54549,SDK2,0
93517,SDR42E1,0
100422339,SDR42E1P5,0
100288072,SDR42E2,0
6332,SCN7A,0
6339,SCNN1D,0
79005,SCNM1,0
55681,SCYL2,0
57147,SCYL3,0
6377,SCZD1,0
63944,SCZD10,0
619488,SCZD12,0
100329170,SCZD13,0
6378,SCZD2,0
55153,SDAD1,0
157489,SDAD1P1,0
6382,SDC1,0
6383,SDC2,0
59342,SCPEP1,0
11341,SCRG1,0
23513,SCRIB,0
9805,SCRN1,0
90507,SCRN2,0
79634,SCRN3,0
83482,SCRT1,0
6343,SCT,0
647979,NORAD,0
51602,NOP58,0
100271700,NONOP2,0
8602,NOP14,0
317648,NOP14-AS1,0
51491,NOP16,0
4839,NOP2,0
29997,NOP53,0
79954,NOL10,0
25926,NOL11,0
79400,NOX5,0
10811,NOXA1,0
124056,NOXO1,0
122945,NOXRED1,0
23742,NPAP1,0
4861,NPAS1,0
4862,NPAS2,0
101927142,NPAS2-AS1,0
388677,NOTCH2NLA,0
100996763,NOTCH2NLB,0
645740,NOS2P1,0
51070,NOSIP,0
115677,NOSTRIN,0
29881,NPC1L1,0
100532724,NPHP3-ACAD11,0
348808,NPHP3-AS1,0
9284,NPIPA1,0
642799,NPIPA2,0
100288332,NPIPA5,0
730153,NPIPB10P,0
728888,NPIPB11,0
440348,NPIPB15,0
729978,NPIPB2,0
23117,NPIPB3,0
440350,NPIPB7,0
728734,NPIPB8,0
80896,NPL,0
55666,NPLOC4,0
266743,NPAS4,0
4863,NPAT,0
256933,NPB,0
2831,NPBWR1,0
2832,NPBWR2,0
147111,NOTUM,0
4857,NOVA1,0
4858,NOVA2,0
27035,NOX1,0
50508,NOX3,0
257641,NPCA1,0
56654,NPDC1,0
79716,NPEPL1,0
9520,NPEPPS,0
8620,NPFF,0
64106,NPFFR1,0
10886,NPFFR2,0
105374888,NQO2-AS1,0
9572,NR1D1,0
9975,NR1D2,0
7376,NR1H2,0
10062,NR1H3,0
5540,NPY4R,0
100996758,NPY4R2,0
4883,NPR3,0
404744,NPSR1-AS1,0
27020,NPTN,0
101241892,NPTN-IT1,0
4884,NPTX1,0
4885,NPTX2,0
23467,NPTXR,0
64111,NPVF,0
283869,NPW,0
4871,NPM1P2,0
10361,NPM2,0
10360,NPM3,0
255743,NPNT,0
100379251,NPPA-AS1,0
4880,NPPC,0
4898,NRDC,0
55051,NRDE2,0
9315,NREP,0
100873948,NREP-AS1,0
4899,NRF1,0
100856811,NRG1-IT1,0
9542,NRG2,0
2649,NR6A1,0
121838,NRAD1,0
4892,NRAP,0
441478,NRARP,0
100506668,NRAV,0
29982,NRBF2,0
29959,NRBP1,0
340371,NRBP2,0
441094,NR2F1-AS1,0
22817,NR1I4,0
7181,NR2C1,0
7182,NR2C2,0
126382,NR2C2AP,0
7101,NR2E1,0
644192,NR2F2-AS1,0
3164,NR4A1,0
115409980,NR4A1AS,0
4817,NIT1,0
56954,NIT2,0
79570,NKAIN1,0
154215,NKAIN2,0
286183,NKAIN3,0
128414,NKAIN4,0
79576,NKAP,0
85407,NKD1,0
85409,NKD2,0
4818,NKG7,0
105416157,NKILA,0
28512,NKIRAS1,0
28511,NKIRAS2,0
284353,NKPD1,0
55922,NKRF,0
4820,NKTR,0
54729,NKX1-1,0
157848,NKX6-3,0
54475,NLE1,0
4825,NKX6-1,0
22829,NLGN4Y,0
100874056,NLGN4Y-AS1,0
51701,NLK,0
57486,NLN,0
197358,NLRC3,0
26257,NKX2-8,0
100506237,NKX2-1-AS1,0
4821,NKX2-2,0
100874189,NKX2-2-AS1,0
22795,NID2,0
4812,NIDDM1,0
4813,NIDDM2,0
60491,NIF3L1,0
84365,NIFK,0
254128,NIFK-AS1,0
167359,NIM1K,0
51335,NGRN,0
4807,NHLH1,0
4808,NHLH2,0
374354,NHLRC2,0
283948,NHLRC4,0
4814,NINJ1,0
4815,NINJ2,0
100049716,NINJ2-AS1,0
22981,NINL,0
51388,NIP7,0
57224,NHSL1,0
340527,NHSL2,0
116496,NIBAN1,0
64855,NIBAN2,0
199786,NIBAN3,0
84276,NICN1,0
81614,NIPA2,0
152519,NIPAL1,0
79815,NIPAL2,0
57185,NIPAL3,0
646719,NIPBL-DT,0
8508,NIPSNAP1,0
2631,NIPSNAP2,0
25934,NIPSNAP3A,0
55335,NIPSNAP3B,0
8715,NOL4,0
140688,NOL4L,0
149950,NOL4L-DT,0
65083,NOL6,0
51406,NOL7,0
55035,NOL8,0
79707,NOL9,0
9221,NOLC1,0
64434,NOM1,0
23420,NOMO1,0
408050,NOMO3,0
100652772,NNT-AS1,0
84273,NOA1,0
28987,NOB1,0
26155,NOC2L,0
64318,NOC3L,0
25819,NOCT,0
10392,NOD1,0
23057,NMNAT2,0
349565,NMNAT3,0
57407,NMRAL1,0
344887,NMRAL2P,0
54981,NMRK1,0
27231,NMRK2,0
129521,NMS,0
4836,NMT1,0
9397,NMT2,0
114568,NMTC3,0
10874,NMU,0
10316,NMUR1,0
56923,NMUR2,0
4826,NNAT,0
4837,NNMT,0
23691,NNO1,0
84166,NLRC5,0
126204,NLRP13,0
338323,NLRP14,0
55655,NLRP2,0
126205,NLRP8,0
338321,NLRP9,0
79671,NLRX1,0
4827,NM,0
4828,NMB,0
4829,NMBR,0
51068,NMD3,0
347736,NME9,0
9111,NMI,0
338322,NLRP10,0
204801,NLRP11,0
147945,NLRP4,0
126206,NLRP5,0
171389,NLRP6,0
654364,NME1-NME2,0
4831,NME2,0
4832,NME3,0
4833,NME4,0
8382,NME5,0
10201,NME6,0
29922,NME7,0
57727,NCOA5,0
23054,NCOA6,0
135112,NCOA7,0
9612,NCOR2,0
9437,NCR1,0
9436,NCR2,0
259197,NCR3,0
374383,NCR3LG1,0
552853,NCRNA00250,0
100302746,NCRUPAR,0
23413,NCS1,0
10499,NCOA2,0
654817,NCF1C,0
9918,NCAPD2,0
23310,NCAPD3,0
64151,NCAPG,0
54892,NCAPG2,0
107985578,NCF4-AS1,0
4690,NCK1,0
101927597,NCK1-DT,0
8440,NCK2,0
10787,NCKAP1,0
3071,NCKAP1L,0
344148,NCKAP5,0
51517,NCKIPSD,0
4691,NCL,0
56926,NCLN,0
100132273,NDUFA6-DT,0
4701,NDUFA7,0
4702,NDUFA8,0
4696,NDUFA3,0
4697,NDUFA4,0
56901,NDUFA4L2,0
4698,NDUFA5,0
8509,NDST2,0
9348,NDST3,0
64579,NDST4,0
80762,NDFIP1,0
54602,NDFIP2,0
55706,NDC1,0
10403,NDC80,0
79625,NDNF,0
27158,NDOR1,0
57447,NDRG2,0
57446,NDRG3,0
65009,NDRG4,0
29781,NCAPH2,0
4686,NCBP1,0
22916,NCBP2,0
100874001,NCBP2-AS1,0
152217,NCBP2AS2,0
342897,NCCRP1,0
23154,NCDN,0
57552,NCEH1,0
65065,NBEAL1,0
729177,NBAT1,0
550643,NBDY,0
100288346,NCAM1-AS1,0
4685,NCAM2,0
606,NBEAP1,0
4681,NBL1,0
55672,NBPF1,0
100132406,NBPF10,0
644861,NBPF13P,0
25832,NBPF14,0
284565,NBPF15,0
401967,NBPF17P,0
101060226,NBPF19,0
343381,NBPF2P,0
84224,NBPF3,0
343505,NBPF7,0
728841,NBPF8,0
400818,NBPF9,0
4077,NBR1,0
10230,NBR2,0
83988,NCALD,0
339345,NANOS2,0
342977,NANOS3,0
140838,NANP,0
4678,NASP,0
51172,NAGPA,0
100507589,NAGPA-AS1,0
89795,NAV3,0
55739,NAXD,0
55226,NAT10,0
57106,NAT14,0
9027,NAT8,0
51471,NAT8B,0
339983,NAT8L,0
26151,NAT9,0
256302,NATD1,0
89796,NAV1,0
79923,NANOG,0
404635,NANOGP1,0
388112,NANOGP8,0
349386,NANOGP9,0
100885778,NALCN-AS1,0
101928483,NALT1,0
100996569,NAMA,0
4673,NAP1L1,0
4674,NAP1L2,0
4676,NAP1L4,0
266812,NAP1L5,0
645996,NAP1L6P,0
8775,NAPA,0
100505681,NAPA-AS1,0
63908,NAPB,0
222236,NAPEPLD,0
8774,NAPG,0
93100,NAPRT,0
9476,NAPSA,0
256236,NAPSB,0
4677,NARS1,0
4741,NEFM,0
252969,NEIL2,0
55247,NEIL3,0
152110,NEK10,0
79858,NEK11,0
341676,NEK5,0
10783,NEK6,0
140609,NEK7,0
7469,NELFA,0
25920,NELFB,0
51497,NELFCD,0
7936,NELFE,0
55707,NECAP2,0
25945,NECTIN3,0
64168,NECAB1,0
54550,NECAB2,0
63941,NECAB3,0
121441,NEDD1,0
4738,NEDD8,0
100528064,NEDD8-MDP1,0
4739,NEDD9,0
4718,NDUFC2,0
100532726,NDUFC2-KCTD14,0
4725,NDUFS5,0
101927275,NDUFV2-AS1,0
4730,NDUFV2P1,0
4731,NDUFV3,0
283131,NEAT1,0
55471,NDUFAF7,0
284184,NDUFAF8,0
4716,NDUFB10,0
4706,NDUFAB1,0
100873919,NDP-AS1,0
4711,NDUFB5,0
4712,NDUFB6,0
4713,NDUFB7,0
4708,NDUFB2,0
192343,NEWENTRY,0
4752,NEK3,0
374987,NEXN-AS1,0
100419006,NF1P1,0
440225,NF1P2,0
102724341,NEURL1-AS1,0
54492,NEURL1B,0
140825,NEURL2,0
93082,NEURL3,0
84461,NEURL4,0
4761,NEUROD2,0
58158,NEUROD4,0
63974,NEUROD6,0
4762,NEUROG1,0
63973,NEUROG2,0
105377372,NEUROG2-AS1,0
10276,NET1,0
81832,NETO1,0
81831,NETO2,0
4759,NEU2,0
10825,NEU3,0
129807,NEU4,0
4753,NELL2,0
9147,NEMF,0
23306,NEMP1,0
100131211,NEMP2,0
29937,NENF,0
4756,NEO1,0
442253,NEPNP,0
25871,NEPRO,0
4793,NFKBIB,0
112840934,NGF-AS1,0
64332,NFKBIZ,0
4798,NFRKB,0
9054,NFS1,0
4799,NFX1,0
152518,NFXL1,0
4800,NFYA,0
4801,NFYB,0
4802,NFYC,0
58157,NGB,0
25983,NGDN,0
25791,NGEF,0
9603,NFE2L3,0
58160,NFE4,0
4782,NFIC,0
4783,NFIL3,0
84901,NFATC2IP,0
4775,NFATC3,0
4776,NFATC4,0
4778,NFE2,0
4779,NFE2L1,0
150372,NFAM1,0
23114,NFASC,0
10725,NFAT5,0
4772,NFATC1,0
101927828,OVOL1-AS1,0
5024,P2RX3,0
5025,P2RX4,0
5026,P2RX5,0
100533970,P2RX5-TAX1BP3,0
9127,P2RX6,0
100874002,OXCT1-AS1,0
165140,OXER1,0
27199,OXGR1,0
92106,OXNAD1,0
55074,OXR1,0
54995,OXSM,0
9943,OXSR1,0
408186,OVOS,0
144203,OVOS2,0
5018,OXA1L,0
100309464,OTX2-AS1,0
148756,OVAAL,0
124641,OVCA2,0
101055625,OVCH1-AS1,0
5016,OVGP1,0
100506365,OTUD6B-AS1,0
161725,OTUD7A,0
56957,OTUD7B,0
54491,OTULINL,0
5013,OTX1,0
131149,OTOL1,0
133060,OTOP1,0
92736,OTOP2,0
56914,OTOR,0
23440,OTP,0
5012,OTSC1,0
102723100,OTSC10,0
93999,OTSC2,0
170532,OTSC3,0
286751,OTSC4,0
317682,OTSC5,0
399516,OTSC7,0
55611,OTUB1,0
78990,OTUB2,0
220213,OTUD1,0
23252,OTUD3,0
54726,OTUD4,0
55593,OTUD5,0
139562,OTUD6A,0
101929768,OSMR-AS1,0
130497,OSR1,0
116039,OSR2,0
100128731,OST4,0
58505,OSTC,0
646567,OSTCP2,0
26578,OSTF1,0
29948,OSGIN1,0
734,OSGIN2,0
5001,ORC5,0
100287366,OSTM1-AS1,0
344901,OSTN,0
106480738,OSTN-AS1,0
54623,PAF1,0
10606,PAICS,0
10605,PAIP1,0
51247,PAIP2,0
400961,PAIP2B,0
10298,PAK4,0
57144,PAK5,0
56924,PAK6,0
27143,PALD1,0
23022,PALLD,0
5064,PALM,0
445815,PALM2AKAP2,0
54873,PALMD,0
283208,P4HA3,0
29993,PACSIN1,0
11252,PACSIN2,0
29763,PACSIN3,0
29943,PADI1,0
11240,PADI2,0
5049,PAFAH1B2,0
5050,PAFAH1B3,0
5051,PAFAH2,0
55824,PAG1,0
8712,PAGE1,0
9506,PAGE4,0
90737,PAGE5,0
79447,PAGR1,0
101929152,P3H2-AS1,0
10536,P3H3,0
10609,P3H4,0
110117498,P3R3URF,0
110117499,P3R3URF-PIK3R3,0
5033,P4HA1,0
53829,P2RY13,0
9934,P2RY14,0
5029,P2RY2,0
5030,P2RY4,0
5031,P2RY6,0
286530,P2RY8,0
5023,P2RX1,0
5028,P2RY1,0
27334,P2RY10,0
5036,PA2G4,0
26986,PABPC1,0
80336,PABPC1L,0
26980,PABPC1P1,0
285314,PABPC1P10,0
728773,PABPC1P2,0
5042,PABPC3,0
8761,PABPC4,0
101929516,PABPC4-AS1,0
132430,PABPC4L,0
390748,PABPN1L,0
5043,PABX,0
5044,PABY,0
55248,PACC1,0
103752588,PACERR,0
135138,PACRG,0
285796,PACRG-AS1,0
133015,PACRGL,0
101929715,ODC1-DT,0
4956,ODF1,0
4957,ODF2,0
57489,ODF2L,0
113746,ODF3,0
440836,ODF3B,0
161753,ODF3L1,0
146852,ODF4,0
54953,ODR4,0
4963,OFC1,0
4964,OFC2,0
4965,OFC3,0
266553,OFCC1,0
729330,OC90,0
26471,NUPR1,0
389493,NUPR2,0
101926885,OCA5,0
54940,OCIAD1,0
132299,OCIAD2,0
11339,OIP5,0
729082,OIP5-AS1,0
170392,OIT3,0
4969,OGN,0
10724,OGA,0
55753,OGDHL,0
55239,OGFOD1,0
79701,OGFOD3,0
11054,OGFR,0
79627,OGFRL1,0
388906,OGFRP1,0
647859,OCLNP1,0
654231,OCM,0
100049579,OCTN3,0
54959,ODAM,0
4936,OA3,0
390858,OACYLP,0
220323,OAF,0
4937,OAP,0
221443,OARD1,0
4938,OAS1,0
4939,OAS2,0
4940,OAS3,0
8638,OASL,0
4945,OATP1,0
4946,OAZ1,0
4947,OAZ2,0
51686,OAZ3,0
79596,OBI1,0
100874222,OBI1-AS1,0
29991,OBP2A,0
29989,OBP2B,0
84033,OBSCN,0
115861,NXNL1,0
120400,NXPE1,0
120406,NXPE2,0
54827,NXPE4,0
30010,NXPH1,0
11249,NXPH2,0
11248,NXPH3,0
11247,NXPH4,0
29107,NXT1,0
222950,NYAP1,0
57624,NYAP2,0
57523,NYNRIN,0
4933,NYS2,0
317685,NYS4,0
780901,NYS5,0
106479059,OLA1P2,0
55301,OLAH,0
10439,OLFM1,0
93145,OLFM2,0
118427,OLFM3,0
10562,OLFM4,0
101927763,OLFM5P,0
283298,OLFML1,0
169611,OLFML2A,0
25903,OLFML2B,0
56944,OLFML3,0
116448,OLIG1,0
115209,OMA1,0
4958,OMD,0
4974,OMG,0
4975,OMP,0
619538,OMS,0
3175,ONECUT1,0
9480,ONECUT2,0
7933,OPLL,0
100874333,OPCML-IT1,0
728458,OPN1MW2,0
101060233,OPN1MW3,0
167826,OLIG3,0
100873941,OPA1-AS1,0
4977,OPA2,0
58156,OPA4,0
692222,OPA5,0
777778,OPA6,0
106783499,OPA8,0
93377,OPALIN,0
26031,OSBPL3,0
114879,OSBPL5,0
114880,OSBPL6,0
114881,OSBPL7,0
114882,OSBPL8,0
114883,OSBPL9,0
100420591,OSBPL9P3,0
126014,OSCAR,0
127700,OSCP1,0
51526,OSER1,0
100505783,OSER1-DT,0
100188821,OS4,0
10956,OS9,0
5007,OSBP,0
23762,OSBP2,0
114884,OSBPL10,0
114885,OSBPL11,0
114876,OSBPL1A,0
23596,OPN3,0
94233,OPN4,0
221391,OPN5,0
4985,OPRD1,0
58503,OPRPN,0
26254,OPTC,0
4987,OPRL1,0
107197953,ORI6,0
5004,ORM1,0
5005,ORM2,0
94101,ORMDL1,0
29095,ORMDL2,0
80228,ORAI2,0
93129,ORAI3,0
4999,ORC2,0
23595,ORC3,0
84081,NSRP1,0
145957,NRG4,0
54904,NSD3,0
4905,NSF,0
55968,NSFL1C,0
728806,NSFP1,0
27065,NSG1,0
51617,NSG2,0
25936,NSL1,0
8439,NSMAF,0
197370,NSMCE1,0
83714,NRIP2,0
56675,NRIP3,0
104326052,NRIR,0
203447,NRK,0
107984337,NRXN2-AS1,0
9369,NRXN3,0
57762,NS2,0
10412,NSA2,0
11270,NRM,0
51299,NRN1,0
123904,NRN1L,0
641373,NRON,0
8829,NRP1,0
8828,NRP2,0
375387,NRROS,0
140767,NRSN1,0
80023,NRSN2,0
4902,NRTN,0
56953,NT5M,0
123803,NTAN1,0
4911,NTF6B,0
115024,NT5C3B,0
221294,NT5DC1,0
64943,NT5DC2,0
51559,NT5DC3,0
63899,NSUN3,0
387338,NSUN4,0
55695,NSUN5,0
221078,NSUN6,0
79730,NSUN7,0
30833,NT5C,0
84618,NT5C1A,0
93034,NT5C1B,0
100526794,NT5C1B-RDH14,0
50863,NTM,0
101929637,NTM-AS1,0
28989,NTMT1,0
9423,NTN1,0
4917,NTN3,0
59277,NTN4,0
126147,NTN5,0
22854,NTNG1,0
4922,NTS,0
4923,NTSR1,0
23620,NTSR2,0
7956,NTT,0
9891,NUAK1,0
81788,NUAK2,0
51667,NUB1,0
4682,NUBP1,0
10101,NUBP2,0
728118,NUTM2A,0
728190,NUTM2A-AS1,0
729262,NUTM2B,0
101060691,NUTM2B-AS1,0
728130,NUTM2D,0
283008,NUTM2E,0
54754,NUTM2F,0
4931,NVL,0
284434,NWD1,0
57495,NWD2,0
10482,NXF1,0
56001,NXF2,0
728343,NXF2B,0
56000,NXF3,0
55999,NXF4,0
55998,NXF5,0
11049,NUS1P3,0
51203,NUSAP1,0
10204,NUTF2,0
106480298,NUTF2P3,0
23511,NUP188,0
9972,NUP153,0
54830,NUP62CL,0
23225,NUP210,0
91181,NUP210L,0
8650,NUMB,0
9253,NUMBL,0
4924,NUCB1,0
4925,NUCB2,0
84284,NTPCR,0
129401,NUP35,0
79023,NUP37,0
11097,NUP42,0
348995,NUP43,0
10762,NUP50,0
100506714,NUP50-DT,0
53371,NUP54,0
9818,NUP58,0
10726,NUDC,0
84955,NUDCD1,0
23386,NUDCD3,0
4521,NUDT1,0
170685,NUDT10,0
55190,NUDT11,0
25961,NUDT13,0
55270,NUDT15,0
131870,NUDT16,0
84309,NUDT16L1,0
200035,NUDT17,0
79873,NUDT18,0
390916,NUDT19,0
318,NUDT2,0
11051,NUDT21,0
11165,NUDT3,0
11164,NUDT5,0
11162,NUDT6,0
283927,NUDT7,0
254552,NUDT8,0
53343,NUDT9,0
83540,NUF2,0
26747,NUFIP1,0
57532,NUFIP2,0
389643,NUGGC,0
283297,OR10A4,0
121275,OR10AD1,0
26476,OR10J1,0
441911,OR10J3,0
391121,OR10J4,0
127385,OR10J5,0
391119,OR10J7P,0
391120,OR10J9P,0
81345,OR10Q2P,0
79513,OR10R1P,0
391110,OR10R3P,0
128360,OR10T2,0
128367,OR10X1,0
128368,OR10Z1,0
391189,OR11L1,0
81797,OR12D3,0
138799,OR13C5,0
138805,OR13F1,0
441933,OR13G1,0
392309,OR13J1,0
442191,OR14J1,0
347169,OR1B1,0
8388,OR1E2,0
4992,OR1F1,0
442179,OR1F12,0
8390,OR1G1,0
26740,OR1J2,0
138883,OR1N1,0
101928492,OR2A1-AS1,0
393046,OR2A5,0
144125,OR2AG1,0
127623,OR2B11,0
81697,OR2B2,0
442184,OR2B3,0
26716,OR2H1,0
7932,OR2H2,0
442186,OR2J3,0
284521,OR2L13,0
26245,OR2M4,0
127064,OR2T12,0
391195,OR2T33,0
254879,OR2T6,0
285659,OR2V2,0
81694,OR2W2P,0
343171,OR2W3,0
134083,OR2Y1,0
4995,OR3A2,0
390756,OR3A4P,0
81318,OR4A5,0
283092,OR4C13,0
81309,OR4C15,0
26242,OR4C1P,0
256144,OR4C3,0
119749,OR4C46,0
26689,OR4D1,0
219983,OR4D6,0
26681,OR4G1P,0
390431,OR4K2,0
79308,OR4P1P,0
390113,OR4X1,0
401662,OR51A8P,0
282763,OR51B5,0
390058,OR51B6,0
390038,OR51D1,0
143503,OR51E1,0
81285,OR51E2,0
256892,OR51F1,0
119694,OR51F2,0
79324,OR51G1,0
81282,OR51G2,0
390063,OR51I1,0
390064,OR51I2,0
119682,OR51L1,0
390059,OR51M1,0
119696,OR51N1P,0
79300,OR51P1P,0
390061,OR51Q1,0
119692,OR51S1,0
283111,OR51V1,0
143496,OR52B4,0
81270,OR52B5P,0
119678,OR52E2,0
390082,OR52E5,0
81261,OR52H2P,0
143502,OR52I2,0
79529,OR52J2P,0
119679,OR52J3,0
119774,OR52K2,0
390035,OR52K3P,0
390077,OR52N2,0
81246,OR52Q1P,0
119695,OR52R1,0
283110,OR52Z1,0
219981,OR5A2,0
390195,OR5AN1,0
338675,OR5AP2,0
390191,OR5B12,0
219965,OR5B17,0
81207,OR5BE1P,0
79297,OR5H5P,0
282775,OR5J2,0
390168,OR5M1,0
81187,OR5M13P,0
81696,OR5V1,0
390148,OR5W2,0
390321,OR6C1,0
403283,OR6C66P,0
390324,OR6C71P,0
390323,OR6C75,0
